customerID,gender,SeniorCitizen,tenure,TenureGroup,Contract,InternetService,MonthlyCharges,TotalCharges,AvgMonthlySpend,Churn,ChurnFlag
3777-XROBG,Female,0,58,4-6 yrs,Two year,No,19.55,1079.65,18.299152542372884,No,0
6994-FGRHH,Male,0,70,4-6 yrs,One year,Fiber optic,106.15,7475.1,105.2830985915493,No,0
4000-VGMQP,Male,0,38,2-4 yrs,One year,DSL,78.95,2862.55,73.39871794871796,No,0
3999-WRNGR,Female,0,60,4-6 yrs,Month-to-month,DSL,49.75,3069.45,50.31885245901639,No,0
3466-RITXD,Male,0,26,2-4 yrs,Month-to-month,Fiber optic,92.4,2349.8,87.02962962962964,No,0
2680-XKKNJ,Female,0,8,0-1 yr,One year,DSL,58.2,469.25,52.138888888888886,No,0
3058-HJCUY,Male,0,41,2-4 yrs,One year,Fiber optic,102.6,4213.35,100.31785714285715,Yes,1
2974-GGUXS,Female,1,36,2-4 yrs,Month-to-month,Fiber optic,91.95,3301.05,89.21756756756757,No,0
7994-XIRTR,Male,1,54,4-6 yrs,One year,DSL,65.25,3529.95,64.18090909090908,No,0
3259-FDWOY,Male,0,71,4-6 yrs,Two year,Fiber optic,106.0,7723.7,107.27361111111111,Yes,1
2101-RANCD,Female,0,55,4-6 yrs,Month-to-month,Fiber optic,73.1,4144.9,74.01607142857142,No,0
7921-BEPCI,Female,0,72,4-6 yrs,Two year,DSL,59.75,4265.0,58.42465753424658,No,0
0807-ZABDG,Female,0,3,0-1 yr,Month-to-month,DSL,55.1,154.65,38.6625,Yes,1
8510-TMWYB,Female,0,54,4-6 yrs,Two year,DSL,59.8,3246.45,59.026363636363634,No,0
3258-ZKPAI,Male,0,72,4-6 yrs,Two year,Fiber optic,116.6,8337.45,114.21164383561644,No,0
1428-IEDPR,Male,0,52,4-6 yrs,Two year,Fiber optic,109.3,5731.4,108.13962264150943,No,0
5298-GSTLM,Female,1,60,4-6 yrs,One year,Fiber optic,101.4,6176.6,101.25573770491803,No,0
4450-YOOHP,Female,0,39,2-4 yrs,Month-to-month,DSL,50.65,1905.4,47.635000000000005,No,0
6728-CZFEI,Female,0,15,1-2 yrs,One year,DSL,56.15,931.9,58.24375,No,0
5748-RNCJT,Male,0,69,4-6 yrs,Two year,Fiber optic,106.5,7348.8,104.98285714285714,Yes,1
3653-NCRDJ,Male,0,43,2-4 yrs,One year,No,19.2,776.25,17.642045454545453,No,0
6121-TNHBO,Female,1,63,4-6 yrs,One year,DSL,83.0,5243.05,81.92265625,No,0
5119-NZPTV,Male,1,2,0-1 yr,Month-to-month,Fiber optic,70.1,141.65,47.21666666666667,No,0
6519-ZHPXP,Female,0,72,4-6 yrs,Two year,Fiber optic,108.3,7679.65,105.20068493150684,No,0
7739-LAXOG,Female,0,32,2-4 yrs,Month-to-month,Fiber optic,91.05,2954.5,89.53030303030303,Yes,1
3472-QPRCH,Male,0,40,2-4 yrs,Two year,No,25.25,1006.9,24.558536585365854,No,0
8224-UAXBZ,Female,0,58,4-6 yrs,One year,DSL,45.35,2540.1,43.052542372881355,No,0
9610-WCESF,Male,0,67,4-6 yrs,Two year,DSL,43.9,3097.2,45.54705882352941,No,0
9776-CLUJA,Female,1,51,4-6 yrs,Month-to-month,Fiber optic,77.5,3807.35,73.21826923076922,Yes,1
2486-WYVVE,Male,0,31,2-4 yrs,One year,DSL,79.3,2484.0,77.625,No,0
3865-ZYKAD,Male,1,69,4-6 yrs,Month-to-month,Fiber optic,84.9,5785.65,82.65214285714285,No,0
1422-DGUBX,Male,0,32,2-4 yrs,One year,Fiber optic,79.25,2619.15,79.36818181818182,No,0
2999-AANRQ,Female,0,21,1-2 yrs,Two year,DSL,71.05,1524.85,69.31136363636364,No,0
8668-KNZTI,Male,0,52,4-6 yrs,One year,DSL,53.75,2790.65,52.653773584905665,No,0
0480-KYJVA,Female,0,72,4-6 yrs,Two year,No,24.25,1784.5,24.445205479452056,No,0
6034-ZRYCV,Female,0,72,4-6 yrs,Two year,DSL,54.2,3937.45,53.93767123287671,Yes,1
9746-YKGXB,Male,0,52,4-6 yrs,One year,DSL,44.25,2276.1,42.945283018867926,No,0
3926-YZVVX,Female,0,41,2-4 yrs,One year,DSL,50.05,2029.05,48.31071428571428,No,0
6000-UKLWI,Male,0,41,2-4 yrs,Two year,No,20.15,802.35,19.103571428571428,No,0
2079-FBMZK,Female,0,6,0-1 yr,Month-to-month,Fiber optic,69.25,418.4,59.771428571428565,Yes,1
6332-FBZRI,Male,0,67,4-6 yrs,One year,DSL,69.35,4653.25,68.43014705882354,No,0
2096-XOTMO,Female,0,16,1-2 yrs,Month-to-month,No,19.35,275.9,16.22941176470588,No,0
3266-FTKHB,Male,0,17,1-2 yrs,Two year,No,19.15,343.45,19.080555555555556,No,0
8221-EQDGL,Male,0,35,2-4 yrs,Month-to-month,DSL,61.0,2130.45,59.17916666666666,No,0
2346-LOCWC,Female,0,58,4-6 yrs,Two year,No,20.5,1191.4,20.193220338983053,No,0
6608-QQLVK,Male,0,1,0-1 yr,Month-to-month,DSL,50.5,50.5,25.25,Yes,1
0298-XACET,Male,0,52,4-6 yrs,Two year,DSL,50.2,2554.0,48.18867924528302,No,0
7560-QJAVJ,Female,0,70,4-6 yrs,Two year,DSL,79.6,5589.45,78.72464788732394,No,0
2995-YWTCD,Female,0,19,1-2 yrs,Two year,No,24.9,467.7,23.384999999999998,No,0
3551-HUAZH,Male,1,1,0-1 yr,Month-to-month,Fiber optic,74.4,74.4,37.2,Yes,1
9137-UIYPG,Female,0,35,2-4 yrs,Month-to-month,Fiber optic,106.9,3756.45,104.34583333333333,No,0
2809-ZMYOQ,Female,0,32,2-4 yrs,Month-to-month,Fiber optic,101.35,3334.9,101.05757575757576,No,0
5084-OOVCJ,Female,0,17,1-2 yrs,Month-to-month,DSL,55.35,920.5,51.138888888888886,No,0
0254-WWRKD,Female,0,67,4-6 yrs,One year,DSL,50.55,3431.75,50.466911764705884,No,0
7727-SHVZV,Female,0,9,0-1 yr,Month-to-month,No,19.5,150.35,15.035,No,0
6302-JGYRJ,Male,0,31,2-4 yrs,One year,DSL,79.45,2587.7,80.865625,Yes,1
5339-PXDVH,Male,0,4,0-1 yr,Month-to-month,Fiber optic,90.65,367.95,73.59,No,0
2205-LPVGL,Male,1,58,4-6 yrs,One year,Fiber optic,89.85,5125.75,86.87711864406779,No,0
8782-NUUOL,Male,0,60,4-6 yrs,One year,DSL,79.0,4801.1,78.70655737704918,No,0
3685-YLCMQ,Male,0,58,4-6 yrs,One year,Fiber optic,104.65,6219.6,105.41694915254237,Yes,1
7601-WFVZV,Male,0,1,0-1 yr,Month-to-month,No,19.55,19.55,9.775,No,0
4609-KNNWG,Female,0,27,2-4 yrs,Two year,No,19.9,550.1,19.646428571428572,No,0
4868-AADLV,Male,1,66,4-6 yrs,One year,Fiber optic,116.25,7862.25,117.34701492537313,No,0
9529-OFXHY,Male,0,15,1-2 yrs,Month-to-month,Fiber optic,87.75,1242.2,77.6375,No,0
8634-MPHTR,Male,1,47,2-4 yrs,Month-to-month,Fiber optic,100.05,4871.05,101.48020833333334,Yes,1
2669-QVCRG,Female,0,41,2-4 yrs,Month-to-month,Fiber optic,81.3,3190.65,75.96785714285714,No,0
2478-EEWWM,Male,0,59,4-6 yrs,Month-to-month,DSL,44.3,2666.75,44.44583333333333,No,0
9174-IHETN,Female,0,50,4-6 yrs,Two year,Fiber optic,70.35,3533.6,69.28627450980392,No,0
2233-TXSIU,Male,0,17,1-2 yrs,One year,DSL,44.45,792.15,44.00833333333333,No,0
9644-UMGQA,Male,0,6,0-1 yr,Month-to-month,DSL,49.15,295.65,42.23571428571428,No,0
3256-EZDBI,Male,1,51,4-6 yrs,Month-to-month,DSL,29.45,1459.35,28.064423076923074,No,0
8761-NSOBC,Male,0,44,2-4 yrs,Month-to-month,Fiber optic,100.55,4398.15,97.73666666666666,Yes,1
0419-YAAPX,Male,0,49,4-6 yrs,Month-to-month,Fiber optic,85.3,4297.95,85.959,No,0
8413-VONUO,Male,0,2,0-1 yr,Month-to-month,Fiber optic,95.65,167.3,55.76666666666667,Yes,1
0872-CASZJ,Male,0,59,4-6 yrs,One year,DSL,69.1,4096.9,68.28166666666667,No,0
4726-DLWQN,Male,1,50,4-6 yrs,Month-to-month,DSL,70.35,3454.6,67.73725490196078,No,0
8164-OCKUJ,Female,0,59,4-6 yrs,Two year,No,20.6,1286.0,21.433333333333334,No,0
3094-JOJAI,Male,0,18,1-2 yrs,Month-to-month,Fiber optic,74.15,1387.0,73.0,No,0
9494-MRNYX,Male,0,10,0-1 yr,Month-to-month,Fiber optic,75.05,786.3,71.48181818181818,No,0
2599-CZABP,Male,0,14,1-2 yrs,One year,DSL,44.6,641.25,42.75,No,0
7945-PRBVF,Male,0,35,2-4 yrs,Two year,No,21.45,705.45,19.595833333333335,No,0
4544-RXFMG,Male,0,8,0-1 yr,One year,DSL,43.45,345.5,38.388888888888886,No,0
0859-YGKFW,Male,0,18,1-2 yrs,One year,No,20.05,345.9,18.205263157894734,No,0
1150-FTQGN,Female,0,60,4-6 yrs,One year,Fiber optic,94.15,5811.8,95.27540983606558,No,0
9223-UCPVT,Female,0,1,0-1 yr,Month-to-month,Fiber optic,94.4,94.4,47.2,Yes,1
7196-LIWRH,Female,0,6,0-1 yr,Two year,No,19.55,124.45,17.77857142857143,No,0
5448-VWNAM,Female,0,19,1-2 yrs,Month-to-month,DSL,75.9,1375.6,68.78,No,0
1177-XZBJL,Male,0,53,4-6 yrs,One year,DSL,64.15,3491.55,64.65833333333333,No,0
3518-FSTWG,Male,1,72,4-6 yrs,Two year,Fiber optic,109.55,7920.7,108.5027397260274,No,0
9330-VOFSZ,Female,0,60,4-6 yrs,Two year,Fiber optic,110.8,6640.7,108.8639344262295,No,0
4351-QLCSU,Female,0,1,0-1 yr,Month-to-month,DSL,55.0,55.0,27.5,Yes,1
0939-EREMR,Female,0,13,1-2 yrs,Month-to-month,DSL,53.45,718.1,51.292857142857144,No,0
9389-ACWBI,Female,0,5,0-1 yr,Month-to-month,Fiber optic,69.95,320.4,53.4,No,0
5419-JPRRN,Male,0,1,0-1 yr,Month-to-month,Fiber optic,101.45,101.45,50.725,Yes,1
3644-QXEHN,Male,0,13,1-2 yrs,Month-to-month,Fiber optic,97.0,1334.45,95.31785714285715,No,0
2911-IJORQ,Male,0,37,2-4 yrs,One year,DSL,90.6,3358.65,88.38552631578948,No,0
5921-NGYRH,Male,0,64,4-6 yrs,Month-to-month,Fiber optic,73.55,4764.0,73.29230769230769,No,0
2100-BDNSN,Female,0,5,0-1 yr,Month-to-month,DSL,67.95,350.3,58.38333333333333,Yes,1
5998-DZLYR,Female,0,61,4-6 yrs,Two year,Fiber optic,94.35,5703.0,91.98387096774194,No,0
0488-GSLFR,Female,0,1,0-1 yr,Month-to-month,Fiber optic,69.5,69.5,34.75,Yes,1
9318-NKNFC,Male,0,1,0-1 yr,Month-to-month,No,18.85,18.85,9.425,Yes,1
3985-HOYPM,Male,0,26,2-4 yrs,One year,No,19.4,525.55,19.46481481481481,No,0
9728-FTTVZ,Female,0,1,0-1 yr,Month-to-month,Fiber optic,69.2,69.2,34.6,Yes,1
9548-LERKT,Male,0,24,1-2 yrs,Two year,No,19.75,483.15,19.326,No,0
6576-FBXOJ,Male,0,17,1-2 yrs,One year,DSL,54.6,934.8,51.93333333333333,No,0
4310-KEDTB,Female,0,26,2-4 yrs,Month-to-month,DSL,29.8,786.5,29.12962962962963,No,0
7254-IQWOZ,Male,0,1,0-1 yr,Month-to-month,Fiber optic,69.65,69.65,34.825,Yes,1
2474-BRUCM,Male,1,40,2-4 yrs,Month-to-month,Fiber optic,101.85,4086.3,99.66585365853659,Yes,1
4062-HBMOS,Male,0,52,4-6 yrs,Month-to-month,Fiber optic,103.05,5364.8,101.22264150943397,No,0
0742-NXBGR,Female,0,1,0-1 yr,Month-to-month,Fiber optic,82.3,82.3,41.15,Yes,1
2676-ISHSF,Male,0,1,0-1 yr,Month-to-month,No,20.3,20.3,10.15,No,0
9236-NDUCW,Female,0,21,1-2 yrs,Two year,DSL,35.1,770.4,35.018181818181816,No,0
4753-PADAS,Female,0,67,4-6 yrs,One year,Fiber optic,105.7,6816.95,100.24926470588235,No,0
6103-QCKFX,Female,0,44,2-4 yrs,Month-to-month,DSL,56.25,2419.55,53.76777777777778,No,0
7781-EWARA,Male,0,70,4-6 yrs,One year,DSL,60.35,4138.7,58.291549295774644,No,0
6110-OHIHY,Male,0,3,0-1 yr,Month-to-month,Fiber optic,79.25,267.6,66.9,Yes,1
7018-FPXHH,Male,0,56,4-6 yrs,Two year,DSL,59.8,3457.45,60.657017543859645,No,0
5889-LFOLL,Female,0,13,1-2 yrs,Month-to-month,Fiber optic,84.6,1115.2,79.65714285714286,Yes,1
5708-EVONK,Female,0,58,4-6 yrs,Month-to-month,Fiber optic,93.4,5435.6,92.12881355932204,Yes,1
8708-XPXHZ,Female,0,42,2-4 yrs,Month-to-month,Fiber optic,94.2,4186.3,97.35581395348838,Yes,1
0616-ATFGB,Male,1,1,0-1 yr,Month-to-month,DSL,25.05,25.05,12.525,Yes,1
0572-ZJKLT,Female,0,46,2-4 yrs,Two year,Fiber optic,99.65,4630.2,98.51489361702127,No,0
5135-RDDQL,Female,0,63,4-6 yrs,Two year,DSL,50.65,3221.25,50.33203125,No,0
1353-LJWEM,Male,0,11,0-1 yr,Month-to-month,DSL,60.9,688.5,57.375,No,0
1794-SWWKL,Male,0,15,1-2 yrs,Month-to-month,DSL,59.65,867.1,54.19375,No,0
6166-YIPFO,Male,0,72,4-6 yrs,Two year,DSL,64.7,4746.05,65.01438356164384,No,0
7016-BPGEU,Female,0,29,2-4 yrs,Month-to-month,DSL,25.1,712.85,23.761666666666667,Yes,1
6876-ADESB,Male,0,1,0-1 yr,Month-to-month,DSL,48.95,48.95,24.475,Yes,1
9332-GYWLO,Female,0,6,0-1 yr,Month-to-month,DSL,54.85,355.1,50.728571428571435,No,0
1963-SVUCV,Male,0,1,0-1 yr,Month-to-month,DSL,45.3,45.3,22.65,Yes,1
4184-VODJZ,Male,0,63,4-6 yrs,One year,Fiber optic,91.35,5764.7,90.0734375,No,0
0220-EBGCE,Male,0,2,0-1 yr,Month-to-month,Fiber optic,85.85,167.3,55.76666666666667,Yes,1
1092-WPIVQ,Female,0,18,1-2 yrs,Two year,No,25.1,428.45,22.55,No,0
7233-IOQNP,Female,0,43,2-4 yrs,Month-to-month,DSL,34.0,1505.35,34.2125,No,0
2834-JKOOW,Female,0,15,1-2 yrs,One year,DSL,45.9,693.45,43.340625,No,0
2754-VDLTR,Male,0,10,0-1 yr,Month-to-month,Fiber optic,95.2,930.4,84.58181818181818,Yes,1
2400-FEQME,Male,0,55,4-6 yrs,Two year,No,20.5,1177.95,21.03482142857143,No,0
3190-XFANI,Male,0,49,4-6 yrs,One year,Fiber optic,100.6,5069.65,101.39299999999999,Yes,1
7551-DACSP,Male,0,6,0-1 yr,Month-to-month,DSL,55.3,324.25,46.32142857142857,Yes,1
4957-SREEC,Male,0,70,4-6 yrs,Two year,No,20.35,1458.1,20.536619718309858,No,0
7235-NXZCP,Male,1,2,0-1 yr,Month-to-month,Fiber optic,74.85,156.4,52.13333333333333,Yes,1
0230-UBYPQ,Male,1,63,4-6 yrs,One year,DSL,36.1,2298.9,35.9203125,No,0
4923-ADWXJ,Female,0,25,2-4 yrs,Month-to-month,DSL,65.8,1679.65,64.60192307692309,No,0
1763-KUAAW,Female,1,18,1-2 yrs,One year,No,20.35,369.6,19.45263157894737,No,0
1104-TNLZA,Male,1,28,2-4 yrs,Month-to-month,Fiber optic,105.8,2998.0,103.37931034482759,No,0
5195-KPUNQ,Female,1,53,4-6 yrs,One year,Fiber optic,96.75,5206.55,96.4175925925926,No,0
0520-FDVVT,Male,0,35,2-4 yrs,One year,Fiber optic,102.35,3626.1,100.725,Yes,1
3439-GVUSX,Male,0,1,0-1 yr,Month-to-month,DSL,24.4,24.4,12.2,No,0
1444-VVSGW,Male,0,70,4-6 yrs,One year,Fiber optic,115.65,7968.85,112.23732394366198,Yes,1
5712-PTIWW,Male,0,2,0-1 yr,Month-to-month,Fiber optic,79.85,152.45,50.81666666666666,Yes,1
5949-HGVJL,Female,0,26,2-4 yrs,Month-to-month,DSL,73.05,1959.5,72.57407407407408,No,0
5203-XEHAX,Female,0,34,2-4 yrs,One year,DSL,64.35,2053.05,58.658571428571435,No,0
1635-HDGFT,Female,0,19,1-2 yrs,Two year,No,20.5,398.55,19.927500000000002,No,0
3315-TOTBP,Male,0,15,1-2 yrs,Month-to-month,Fiber optic,76.0,1130.85,70.678125,Yes,1
8050-XGRVL,Female,0,62,4-6 yrs,One year,DSL,54.75,3425.35,54.37063492063492,No,0
6661-HBGWL,Female,1,42,2-4 yrs,Month-to-month,Fiber optic,104.75,4323.45,100.5453488372093,Yes,1
1518-VOWAV,Female,0,9,0-1 yr,Month-to-month,DSL,74.65,703.55,70.35499999999999,Yes,1
9828-QHFBK,Male,0,24,1-2 yrs,Month-to-month,DSL,51.15,1275.7,51.028,No,0
3908-MKIMJ,Male,1,68,4-6 yrs,Two year,DSL,41.95,2965.75,42.981884057971016,No,0
5012-YSPJJ,Male,0,31,2-4 yrs,Month-to-month,DSL,54.35,1647.0,51.46875,No,0
5909-ECHUI,Female,0,1,0-1 yr,Month-to-month,DSL,56.25,56.25,28.125,Yes,1
1309-BXVOQ,Male,0,21,1-2 yrs,Month-to-month,Fiber optic,106.1,2249.95,102.27045454545454,Yes,1
6728-VOIFY,Female,0,63,4-6 yrs,One year,Fiber optic,96.0,6109.75,95.46484375,No,0
9317-WZPGV,Female,1,2,0-1 yr,Month-to-month,Fiber optic,79.75,159.4,53.13333333333333,Yes,1
4891-NLUBA,Female,0,61,4-6 yrs,Two year,DSL,61.45,3751.15,60.502419354838715,No,0
2856-HYAPG,Female,0,1,0-1 yr,Month-to-month,Fiber optic,68.65,68.65,34.325,Yes,1
8969-PRHFK,Male,0,18,1-2 yrs,One year,No,19.65,411.25,21.644736842105264,No,0
0661-KQHNK,Female,0,6,0-1 yr,One year,No,19.0,105.5,15.071428571428571,No,0
8709-KRDVL,Female,0,33,2-4 yrs,Month-to-month,Fiber optic,100.0,3320.6,97.66470588235293,No,0
4488-PSYCG,Male,0,16,1-2 yrs,Month-to-month,No,20.25,327.45,19.261764705882353,Yes,1
1427-VERSM,Female,0,56,4-6 yrs,Month-to-month,Fiber optic,98.7,5669.5,99.46491228070175,No,0
9801-NOSHQ,Male,0,23,1-2 yrs,One year,No,19.8,465.45,19.39375,No,0
6339-YPSAH,Male,0,9,0-1 yr,Month-to-month,Fiber optic,73.8,704.3,70.42999999999999,No,0
3621-CEOVK,Female,1,14,1-2 yrs,Month-to-month,Fiber optic,100.2,1369.8,91.32,Yes,1
6906-ANDWJ,Male,0,15,1-2 yrs,Month-to-month,Fiber optic,74.9,1107.25,69.203125,Yes,1
2159-TURXX,Male,0,5,0-1 yr,Month-to-month,No,20.05,95.55,15.924999999999999,No,0
1548-FEHVL,Male,0,61,4-6 yrs,Month-to-month,Fiber optic,106.2,6375.2,102.8258064516129,No,0
3795-CAWEX,Male,0,70,4-6 yrs,Two year,Fiber optic,116.55,8152.3,114.82112676056339,No,0
6215-NQCPY,Male,0,15,1-2 yrs,Month-to-month,Fiber optic,99.7,1566.75,97.921875,No,0
5647-URDKA,Male,0,8,0-1 yr,Two year,No,19.7,130.25,14.472222222222221,No,0
2229-DPMBI,Female,0,8,0-1 yr,Two year,No,19.5,162.15,18.016666666666666,No,0
9626-WEQRM,Female,0,4,0-1 yr,Month-to-month,DSL,29.15,110.05,22.009999999999998,No,0
2188-SXWVT,Female,0,34,2-4 yrs,One year,DSL,55.0,1885.15,53.861428571428576,No,0
6258-PVZWJ,Male,0,68,4-6 yrs,Two year,DSL,90.8,6302.85,91.34565217391305,No,0
1094-BKOSX,Female,0,45,2-4 yrs,One year,DSL,51.0,2264.5,49.22826086956522,No,0
6969-MVBAI,Female,1,9,0-1 yr,Month-to-month,Fiber optic,90.1,816.8,81.67999999999999,No,0
2978-XXSOG,Female,0,22,1-2 yrs,Month-to-month,DSL,59.05,1253.5,54.5,No,0
2342-CKIAO,Female,0,2,0-1 yr,Month-to-month,No,20.3,41.2,13.733333333333334,No,0
6953-PBDIN,Male,0,70,4-6 yrs,Two year,DSL,72.95,5265.55,74.16267605633803,No,0
3898-BSJYF,Female,0,10,0-1 yr,One year,DSL,73.55,693.3,63.027272727272724,No,0
3938-YFPXD,Male,0,72,4-6 yrs,Two year,DSL,84.3,5997.1,82.15205479452055,No,0
7696-AMHOD,Female,0,49,4-6 yrs,One year,DSL,78.0,3824.2,76.484,No,0
2453-SAFNS,Female,1,54,4-6 yrs,One year,DSL,72.1,3886.05,70.65545454545455,No,0
9558-IHEZX,Female,0,71,4-6 yrs,Two year,Fiber optic,106.75,7283.25,101.15625,No,0
9617-UDPEU,Female,0,22,1-2 yrs,One year,No,19.25,412.55,17.93695652173913,No,0
6340-DACFT,Female,0,50,4-6 yrs,Two year,No,20.55,1070.25,20.985294117647058,No,0
4955-VCWBI,Female,0,43,2-4 yrs,One year,No,20.0,817.95,18.589772727272727,No,0
6813-GZQCG,Female,0,45,2-4 yrs,Two year,No,24.65,1171.3,25.463043478260868,No,0
7426-GSWPO,Male,1,64,4-6 yrs,Month-to-month,Fiber optic,103.5,6548.65,100.74846153846153,No,0
3389-KTRXV,Female,0,23,1-2 yrs,Two year,No,23.85,625.65,26.068749999999998,No,0
3118-UHVVQ,Female,0,68,4-6 yrs,Two year,No,25.8,1911.5,27.702898550724637,No,0
1031-IIDEO,Female,0,1,0-1 yr,Month-to-month,Fiber optic,70.85,70.85,35.425,Yes,1
5832-XKAES,Male,0,2,0-1 yr,Month-to-month,Fiber optic,69.8,134.7,44.9,Yes,1
3205-MXZRA,Male,0,26,2-4 yrs,One year,DSL,59.45,1507.0,55.81481481481482,No,0
4701-AHWMW,Male,0,55,4-6 yrs,Month-to-month,DSL,54.55,2978.3,53.183928571428574,Yes,1
8317-BVKSO,Male,0,14,1-2 yrs,Month-to-month,No,20.05,299.3,19.953333333333333,No,0
5702-KVQRD,Male,0,71,4-6 yrs,Two year,DSL,82.55,5832.65,81.00902777777777,No,0
0083-PIVIK,Male,0,64,4-6 yrs,One year,DSL,81.25,5567.55,85.65461538461538,No,0
9210-IAHGH,Female,0,7,0-1 yr,Month-to-month,DSL,70.75,450.8,56.35,Yes,1
6169-PGNCD,Female,0,57,4-6 yrs,Two year,DSL,74.3,4166.35,71.83362068965518,No,0
0023-XUOPT,Female,0,13,1-2 yrs,Month-to-month,Fiber optic,94.1,1215.6,86.82857142857142,Yes,1
4592-IWTJI,Female,0,3,0-1 yr,Month-to-month,DSL,29.7,91.7,22.925,Yes,1
4909-JOUPP,Male,1,72,4-6 yrs,Two year,Fiber optic,109.7,7898.45,108.19794520547946,No,0
4657-FWVFY,Female,0,40,2-4 yrs,Month-to-month,Fiber optic,96.35,3915.4,95.49756097560976,No,0
2257-BOVXD,Male,0,14,1-2 yrs,Month-to-month,DSL,66.6,979.5,65.3,No,0
7729-JTEEC,Male,0,2,0-1 yr,Month-to-month,DSL,44.5,90.05,30.016666666666666,No,0
7632-MNYOY,Male,1,66,4-6 yrs,One year,Fiber optic,110.9,7432.05,110.92611940298508,Yes,1
6518-LGAOV,Female,0,38,2-4 yrs,Month-to-month,Fiber optic,105.0,4026.4,103.24102564102564,Yes,1
7242-QZLXF,Male,0,1,0-1 yr,Month-to-month,DSL,25.3,25.3,12.65,Yes,1
4576-CSAJH,Male,0,22,1-2 yrs,One year,DSL,55.15,1193.05,51.87173913043478,Yes,1
1000-AJSLD,Male,0,1,0-1 yr,Month-to-month,No,20.1,20.1,10.05,Yes,1
9696-RMYBA,Male,0,5,0-1 yr,Month-to-month,Fiber optic,80.1,398.55,66.425,No,0
8690-UPCZI,Male,0,29,2-4 yrs,One year,DSL,69.05,1958.45,65.28166666666667,No,0
1062-LHZOD,Male,0,1,0-1 yr,Month-to-month,Fiber optic,69.9,69.9,34.95,Yes,1
9770-LXDBK,Female,0,3,0-1 yr,Month-to-month,No,20.4,63.15,15.7875,No,0
4086-WITJG,Male,0,71,4-6 yrs,Two year,No,19.7,1301.1,18.070833333333333,No,0
8344-WFMFH,Male,0,9,0-1 yr,Month-to-month,DSL,50.1,484.05,48.405,No,0
9600-NAXZN,Male,0,43,2-4 yrs,Month-to-month,Fiber optic,101.4,4528.0,102.9090909090909,Yes,1
8822-KNBHV,Female,0,48,2-4 yrs,One year,DSL,83.45,3887.85,79.34387755102041,No,0
8404-FYDIB,Male,0,26,2-4 yrs,Month-to-month,Fiber optic,86.65,2208.75,81.80555555555556,No,0
2791-SFVEW,Female,0,9,0-1 yr,Month-to-month,No,20.15,238.15,23.815,No,0
6457-USBER,Male,0,1,0-1 yr,Month-to-month,Fiber optic,80.8,80.8,40.4,Yes,1
6762-NSODU,Female,0,46,2-4 yrs,Two year,No,19.4,958.15,20.386170212765958,No,0
4662-EKDPQ,Male,0,2,0-1 yr,Month-to-month,DSL,62.05,118.3,39.43333333333333,Yes,1
9248-OJYKK,Male,1,1,0-1 yr,Month-to-month,Fiber optic,76.45,76.45,38.225,Yes,1
9888-ZCUMM,Male,0,64,4-6 yrs,Two year,DSL,60.05,3845.45,59.160769230769226,No,0
3398-FSHON,Female,1,12,0-1 yr,Month-to-month,Fiber optic,91.3,1094.5,84.1923076923077,Yes,1
3319-DWOEP,Male,1,6,0-1 yr,Month-to-month,Fiber optic,95.75,573.75,81.96428571428571,Yes,1
1074-WVEVG,Female,0,59,4-6 yrs,One year,No,20.35,1267.0,21.116666666666667,No,0
9979-RGMZT,Female,0,7,0-1 yr,One year,Fiber optic,94.05,633.45,79.18125,No,0
6437-UDQJM,Female,1,72,4-6 yrs,Two year,DSL,84.1,6129.65,83.96780821917808,No,0
1226-IENZN,Male,1,16,1-2 yrs,Month-to-month,Fiber optic,78.75,1218.25,71.66176470588235,No,0
2108-GLPQB,Male,0,25,2-4 yrs,Month-to-month,DSL,55.55,1405.3,54.05,No,0
9259-PACGQ,Female,0,34,2-4 yrs,Month-to-month,DSL,62.65,2274.9,64.99714285714286,Yes,1
4415-IJZTP,Female,0,1,0-1 yr,Month-to-month,Fiber optic,74.5,74.5,37.25,Yes,1
1465-VINDH,Female,0,10,0-1 yr,Month-to-month,Fiber optic,102.1,1068.85,97.16818181818181,Yes,1
5474-LAMUQ,Male,0,24,1-2 yrs,One year,No,20.1,533.9,21.355999999999998,No,0
3468-DRVQJ,Female,0,10,0-1 yr,One year,DSL,70.3,676.15,61.46818181818182,No,0
1122-YJBCS,Male,0,69,4-6 yrs,One year,DSL,53.65,3804.4,54.34857142857143,No,0
4990-ALDGW,Male,0,57,4-6 yrs,Two year,No,20.75,1118.8,19.28965517241379,No,0
4816-OKWNX,Male,0,50,4-6 yrs,One year,Fiber optic,103.4,5236.4,102.67450980392157,No,0
3315-IKYZQ,Male,0,28,2-4 yrs,One year,DSL,50.8,1386.8,47.820689655172416,No,0
2810-FTLEM,Female,0,16,1-2 yrs,Month-to-month,DSL,50.15,762.25,44.838235294117645,Yes,1
4747-LCAQL,Male,0,25,2-4 yrs,Month-to-month,DSL,79.0,1902.0,73.15384615384616,No,0
3411-WLRSQ,Female,1,3,0-1 yr,Month-to-month,Fiber optic,74.6,239.05,59.7625,No,0
0898-XCGTF,Male,0,61,4-6 yrs,One year,Fiber optic,96.5,5673.7,91.51129032258065,No,0
8006-PYCSW,Female,0,2,0-1 yr,Month-to-month,No,20.1,39.8,13.266666666666666,No,0
8249-THVEC,Male,0,51,4-6 yrs,One year,No,19.4,997.75,19.1875,No,0
